,OBJECTID
1469,2103387
1470,2103388
1472,2103391
1474,2103394
1475,2103395
1476,2103396
1477,2103397
1478,2103398
1479,2103399
1480,2103400
1481,2103401
1483,2103403
1484,2103404
1485,2103405
1486,2103407
1487,2103408
1488,2103409
1489,2103410
1490,2103411
1491,2103413
1492,2103414
1493,2103415
1494,2103417
1495,2103419
1496,2103421
1497,2103422
1498,2103423
1499,2103424
1500,2103428
1501,2103430
1502,2103431
1503,2103434
1504,2103436
1505,2103437
1506,2103438
1507,2103440
1509,2103447
1510,2103448
1511,2103450
1512,2103453
1513,2103454
1514,2103455
1515,2103456
1516,2103457
1517,2103459
1518,2103462
1519,2103463
1520,2103465
1521,2103466
1524,2103475
1526,2103479
1527,2103480
1528,2103484
1529,2103485
1530,2103489
1531,2103491
1532,2103492
1534,2103504
1535,2103505
1538,2103508
1539,2103509
1541,2103521
1542,2103524
1543,2103525
1544,2103529
1545,2103531
1547,2103535
1548,2103536
1549,2103538
1550,2103539
1551,2103540
1552,2103542
1553,2103543
1556,2103554
1557,2103556
1558,2103560
1559,2103562
1562,2103574
1564,2103577
1565,2103580
1567,2103596
1568,2103601
1570,2103604
1571,2103610
1573,2103614
1575,2103619
1577,2103632
1579,2103637
1580,2103638
1581,2103644
1582,2103645
1583,2103647
1584,2103648
1585,2103649
1586,2103650
1587,2103655
1589,2103660
1590,2103666
1591,2103671
1592,2103676
1595,2103682
1596,2103683
1597,2103691
1598,2103695
1599,2103699
1600,2103704
1601,2103706
1602,2103713
1603,2103717
1604,2103718
1606,2103721
1607,2103723
1608,2103724
1609,2103725
1610,2103728
1611,2103729
1612,2103730
1614,2103734
1615,2103735
1616,2103736
1617,2103737
1618,2103739
1619,2103743
1621,2103747
1622,2103748
1624,2103751
1625,2103753
1627,2103755
1628,2103758
1630,2103760
1631,2103763
1633,2103769
1635,2103772
1637,2103778
1638,2103782
1640,2103784
1642,2103787
1644,2103790
1645,2103795
1648,2103809
1649,2103810
1650,2103811
1651,2103813
1652,2103814
1653,2103818
1654,2103819
1656,2103822
1658,2103824
1659,2103831
1660,2103833
1661,2103834
1664,2103838
1666,2103854
1669,2103859
1671,2103868
1672,2103869
1673,2103870
1675,2103872
1676,2103873
1677,2103874
1678,2103875
1679,2103876
1680,2103877
1681,2103879
1682,2103884
1684,2103886
1685,2103887
1686,2103888
1687,2103893
1688,2103896
1689,2103899
1690,2103900
1694,2103912
1696,2103920
1698,2103924
1699,2103926
1700,2103927
1701,2103928
1702,2103929
1703,2103931
1704,2103935
1705,2103938
1706,2103940
1707,2103941
1711,2103951
1712,2103952
1713,2103954
1714,2103955
1715,2103958
1716,2103961
1718,2103965
1719,2103967
1720,2103968
1721,2103970
1722,2103973
1724,2103977
1725,2103978
1726,2103982
1727,2103986
1729,2103998
1730,2103999
1731,2104002
1732,2104005
1733,2104010
1735,2104016
1736,2104022
1737,2104023
1738,2104025
1739,2104026
1740,2104027
1741,2104028
1742,2104029
1743,2104030
1744,2104031
1745,2104032
1746,2104036
1747,2104037
1748,2104039
1750,2104045
1751,2104046
1752,2104047
1753,2104049
1754,2104051
1755,2104052
1756,2104054
1757,2104056
1758,2104057
1759,2104058
1760,2104061
1761,2104062
1762,2104064
1763,2104065
1764,2104068
1765,2104069
1766,2104070
1767,2104071
1768,2104073
1769,2104075
1770,2104078
1771,2104079
1772,2104081
1774,2104088
1775,2104090
1776,2104092
1777,2104094
1780,2104097
1783,2104102
1785,2104106
1786,2104107
1787,2104108
1788,2104109
1789,2104111
1790,2104114
1791,2104135
1793,2104139
1801,2104155
1803,2104159
1804,2104162
1806,2104169
1807,2104171
1808,2104172
1809,2104173
1810,2104176
1811,2104177
1812,2104178
1813,2104179
1815,2104184
1817,2104189
1818,2104192
1820,2104197
1821,2104209
1823,2104214
1826,2104220
1827,2104221
1828,2104222
1830,2104225
1831,2104226
1832,2104230
1833,2104232
1836,2104246
1838,2104252
1839,2104253
1840,2104256
1842,2104260
1843,2104261
1844,2104264
1845,2104270
1847,2104275
1848,2104276
1850,2104284
1851,2104285
1852,2104298
1853,2104300
1854,2104302
1855,2104304
1856,2104313
1857,2104322
1858,2104326
1860,2104332
1861,2104336
1862,2104337
1863,2104342
1864,2104343
1865,2104344
1867,2104349
1868,2104353
1869,2104354
1870,2104357
1871,2104359
1872,2104363
1874,2104374
1875,2104377
1877,2104393
1878,2104397
1879,2104399
1881,2104409
1883,2104427
1884,2104428
1885,2104434
1886,2104438
1887,2104440
1889,2104446
1890,2104448
1891,2104454
1893,2104465
1894,2104466
1895,2104475
1896,2104478
1897,2104482
1898,2104488
1899,2104503
1900,2104514
1901,2104526
1902,2104528
1903,2104529
1905,2104532
1906,2104533
1907,2104534
1908,2104544
1909,2104546
1911,2104555
1912,2104562
1913,2104564
1914,2104565
1915,2104569
1916,2104570
1919,2104585
1921,2104607
1922,2104613
1923,2104616
1924,2104617
1925,2104622
1926,2104629
1927,2104634
1929,2104642
1930,2104648
1932,2104651
1934,2104654
1935,2104655
1937,2104666
1938,2104667
1940,2104669
1941,2104673
1942,2104675
1943,2104676
1944,2104677
1945,2104678
1946,2104681
1947,2104682
1948,2104685
1949,2104686
1950,2104687
1951,2104688
1952,2104691
1953,2104694
1954,2104695
1955,2104696
1956,2104698
1957,2104704
1958,2104705
1959,2104706
1960,2104707
1961,2104710
1963,2104712
1964,2104714
1965,2104717
1966,2104718
1967,2104719
1968,2104721
1969,2104725
1971,2104734
1972,2104735
1973,2104736
1974,2104739
1975,2104741
1978,2104746
1980,2104750
1983,2104758
1984,2104759
1985,2104763
1988,2104772
1989,2104773
1990,2104774
1991,2104776
1992,2104778
1993,2104780
1995,2104785
1996,2104786
1997,2104787
1998,2104801
1999,2104802
2000,2104803
2001,2104806
2002,2104807
2004,2104810
2005,2104816
2006,2104817
2007,2104818
2009,2104821
2010,2104824
2011,2104826
2013,2104828
2014,2104831
2015,2104832
2016,2104836
2018,2104838
2019,2104840
2020,2104841
2021,2104843
2022,2104853
2023,2104856
2024,2104857
2025,2104864
2026,2104866
2028,2104877
2029,2104887
2030,2104888
2031,2104889
2032,2104892
2033,2104894
2035,2104902
2036,2104903
2037,2104904
2038,2104906
2039,2104909
2040,2104910
2041,2104911
2042,2104924
2043,2104929
2044,2104932
2045,2104935
2046,2104937
2048,2104943
2049,2104950
2050,2104952
2051,2104962
2053,2104981
2054,2104982
2055,2104984
2056,2105007
2058,2105018
2059,2105020
2060,2105022
2061,2105024
2062,2105026
2063,2105027
2064,2105028
2065,2105030
2066,2105033
2067,2105034
2068,2105046
2069,2105051
2070,2105070
2071,2105071
2072,2105072
2073,2105073
2074,2105074
2075,2105082
2076,2105083
2077,2105084
2078,2105086
2079,2105089
2080,2105092
2081,2105093
2082,2105096
2083,2105101
2084,2105103
2085,2105104
2086,2105106
2087,2105107
2088,2105112
2089,2105117
2090,2105118
2091,2105120
2092,2105122
2093,2105125
2094,2105127
2095,2105128
2096,2105131
2097,2105133
2098,2105134
2099,2105135
2100,2105139
2102,2105145
2103,2105148
2104,2105151
2105,2105152
2106,2105153
2108,2105157
2109,2105159
2110,2105160
2112,2105165
2113,2105169
2114,2105170
2115,2105171
2116,2105172
2117,2105173
2118,2105174
2119,2105176
2120,2105177
2121,2105179
2122,2105180
2123,2105183
2124,2105184
2125,2105185
2126,2105187
2127,2105188
2128,2105192
2129,2105196
2130,2105199
2131,2105202
2132,2105208
2133,2105209
2134,2105210
2135,2105212
2136,2105214
2137,2105217
2138,2105219
2139,2105220
2140,2105223
2141,2105224
2144,2105230
2145,2105232
2146,2105237
2147,2105241
2148,2105243
2149,2105244
2150,2105246
2153,2105252
2155,2105256
2157,2105258
2158,2105259
2159,2105260
2160,2105262
2161,2105263
2162,2105265
2164,2105270
2166,2105284
2167,2105287
2168,2105288
2169,2105289
2171,2105303
2172,2105306
2173,2105307
2174,2105309
2175,2105317
2177,2105319
2178,2105320
2179,2105324
2180,2105326
2181,2105327
2182,2105332
2183,2105334
2184,2105335
2185,2105336
2187,2105341
2188,2105342
2189,2105343
2190,2105347
2192,2105349
2196,2105364
2197,2105368
2198,2105369
2199,2105370
2200,2105371
2201,2105375
2202,2105378
2203,2105379
2205,2105391
2206,2105392
2207,2105394
2209,2105399
2210,2105400
2211,2105402
2212,2105403
2214,2105405
2215,2105406
2217,2105411
2218,2105412
2220,2105415
2221,2105416
2223,2105429
2224,2105430
2225,2105432
2226,2105433
2227,2105434
2228,2105436
2229,2105440
2230,2105441
2231,2105442
2232,2105443
2233,2105445
2234,2105446
2235,2105450
2236,2105451
2237,2105454
2238,2105455
2239,2105456
2240,2105458
2241,2105459
2242,2105460
2243,2105461
2244,2105465
2245,2105466
2246,2105474
2247,2105475
2248,2105478
2249,2105479
2251,2105485
2253,2105488
2254,2105489
2255,2105495
2256,2105498
2257,2105499
2258,2105505
2259,2105512
2260,2105513
2261,2105515
2262,2105516
2263,2105517
2264,2105519
2265,2105520
2266,2105521
2267,2105525
2268,2105526
2269,2105527
2270,2105529
2271,2105534
2272,2105535
2273,2105536
2274,2105537
2275,2105538
2276,2105541
2277,2105542
2278,2105545
2279,2105547
2280,2105555
2281,2105556
2283,2105559
2284,2105562
2285,2105563
2286,2105566
2287,2105568
2290,2105574
2291,2105576
2293,2105580
2294,2105582
2296,2105593
2298,2105595
2299,2105596
2300,2105597
2302,2105599
2304,2105604
2305,2105610
2307,2105614
2308,2105616
2309,2105618
2312,2105622
2313,2105624
2315,2105627
2317,2105630
2318,2105633
2321,2105636
2322,2105639
2324,2105642
2325,2105643
2326,2105644
2327,2105645
2328,2105646
2329,2105647
2330,2105648
2331,2105649
2332,2105650
2333,2105652
2334,2105653
2335,2105655
2336,2105656
2337,2105658
2338,2105659
2342,2105668
2343,2105670
2344,2105671
2345,2105673
2346,2105675
2348,2105677
2349,2105678
2350,2105681
2351,2105693
2354,2105700
2355,2105701
2356,2105702
2357,2105704
2359,2105709
2361,2105717
2362,2105718
2364,2105720
2366,2105724
2367,2105725
2369,2105727
2370,2105728
2371,2105737
2372,2105738
2373,2105742
2375,2105748
2376,2105749
2378,2105754
2380,2105759
2381,2105760
2382,2105765
2383,2105766
2384,2105769
2385,2105770
2386,2105773
2387,2105774
2388,2105777
2389,2105778
2390,2105779
2391,2105780
2392,2105781
2394,2105784
2395,2105785
2396,2105788
2397,2105789
2398,2105791
2399,2105793
2400,2105797
2401,2105803
2402,2105804
2403,2105805
2404,2105806
2405,2105807
2406,2105810
2407,2105811
2408,2105814
2410,2105819
2412,2105827
2413,2105832
2414,2105835
2415,2105836
2417,2105838
2418,2105840
2419,2105841
2420,2105842
2422,2105848
2423,2105849
2424,2105850
2425,2105851
2426,2105854
2427,2105856
2428,2105857
2429,2105858
2430,2105859
2431,2105860
2435,2105869
2437,2105874
2438,2105877
2439,2105878
2440,2105879
2441,2105880
2442,2105883
2443,2105885
2444,2105887
2445,2105888
2447,2105891
2448,2105892
2449,2105895
2450,2105896
2451,2105899
2452,2105900
2453,2105901
2454,2105902
2455,2105905
2456,2105906
2457,2105907
2458,2105908
2459,2105909
2460,2105910
2461,2105912
2462,2105915
2464,2105917
2465,2105918
2466,2105920
2467,2105921
2469,2105925
2470,2105930
2472,2105933
2473,2105934
2474,2105935
2475,2105936
2476,2105937
2477,2105938
2478,2105940
2479,2105942
2480,2105943
2481,2105944
2482,2105950
2483,2105955
2484,2105957
2485,2105958
2486,2105962
2487,2105966
2488,2105967
2490,2105973
2491,2105974
2492,2105976
2493,2105979
2495,2105993
2496,2105995
2497,2105996
2498,2105997
2502,2106003
2503,2106006
2504,2106007
2505,2106011
2506,2106012
2507,2106014
2508,2106017
2509,2106018
2512,2106022
2513,2106023
2514,2106024
2515,2106025
2516,2106026
2517,2106027
2518,2106028
2519,2106029
2520,2106032
2521,2106034
2522,2106036
2523,2106037
2524,2106038
2525,2106039
2526,2106041
2527,2106042
2528,2106045
2529,2106046
2530,2106047
2531,2106048
2532,2106053
2533,2106057
2534,2106059
2536,2106062
2538,2106067
2540,2106070
2541,2106074
2542,2106075
2543,2106077
2544,2106080
2546,2106084
2547,2106085
2548,2106090
2549,2106092
2550,2106093
2551,2106095
2553,2106102
2554,2106103
2555,2106106
2556,2106108
2557,2106113
2562,2106126
2563,2106129
2564,2106131
2566,2106140
2568,2106143
2569,2106146
2572,2106150
2575,2106158
2576,2106159
2578,2106162
2579,2106163
2581,2106168
2584,2106172
2585,2106174
2586,2106175
2587,2106177
2588,2106181
2589,2106183
2591,2106188
2593,2106196
2594,2106197
2595,2106199
2597,2106205
2598,2106206
2600,2106212
2601,2106215
2603,2106217
2604,2106218
2605,2106220
2608,2106224
2613,2106255
2614,2106261
2615,2106263
2616,2106264
2617,2106266
2618,2106271
2619,2106274
2620,2106275
2621,2106276
2622,2106277
2623,2106278
2624,2106284
2625,2106285
2626,2106286
2627,2106287
2628,2106288
2629,2106292
2630,2106293
2631,2106294
2632,2106296
2633,2106298
2634,2106299
2635,2106301
2636,2106302
2637,2106303
2638,2106313
2640,2106319
2641,2106321
2642,2106323
2643,2106324
2644,2106326
2645,2106328
2646,2106329
2647,2106330
2648,2106331
2649,2106334
2651,2106343
2654,2106350
2655,2106351
2657,2106357
2658,2106361
2659,2106367
2660,2106368
2661,2106373
2666,2106384
2667,2106385
2668,2106387
2669,2106388
2671,2106392
2672,2106393
2674,2106396
2675,2106397
2676,2106402
2678,2106404
2679,2106405
