,index,hgt_median_m,area,yrbuilt
4416,4416,6.66,1.335797384471855e-08,1923
4417,4417,9.62,1.3359060749732428e-08,1911
4418,4418,6.65,1.335693700468761e-08,1923
4419,4419,8.82,1.3356272134976126e-08,1926
4420,4420,5.94,1.3355592002623462e-08,1924
4421,4421,7.11,1.335561778406795e-08,1914
4422,4422,7.11,3.223903814868972e-09,1914
4423,4423,3.91,1.335561778406795e-08,1914
4424,4424,3.91,3.223903814868972e-09,1914
4425,4425,7.65,1.3354336988767584e-08,1915
4426,4426,6.97,1.3352222741129812e-08,1908
4427,4427,6.33,1.3349545685996206e-08,1923
4428,4428,8.61,1.3349878365769445e-08,1948
4429,4429,8.61,1.3346611908202466e-08,1923
4430,4430,11.33,1.3343679859845114e-08,1919
4431,4431,8.5,1.334396524213785e-08,1919
4432,4432,6.44,1.3341774456258592e-08,1938
4433,4433,6.02,1.3341950416856825e-08,1923
4434,4434,6.16,1.3339339808919355e-08,1922
4435,4435,5.74,1.3337427415107034e-08,1922
4436,4436,5.61,1.3337539315924667e-08,1921
4437,4437,5.71,1.3337185708332558e-08,1924
4438,4438,6.09,1.3337897395402044e-08,1940
4439,4439,5.86,1.3335725240295031e-08,1911
4440,4440,8.73,1.3333928330156392e-08,1948
4441,4441,7.38,1.3333977493808652e-08,1921
4442,4442,7.38,3.2330448662183075e-09,1921
4443,4443,8.15,1.3333443578147118e-08,1920
4444,4444,5.84,1.3331007738814912e-08,1940
4445,4445,9.48,1.3330957550756767e-08,1922
4446,4446,9.48,1.107104127403985e-09,1922
4447,4447,6.09,1.3330490363473938e-08,1929
4448,4448,9.71,1.3330137378350764e-08,1925
4449,4449,8.16,1.3331215342932409e-08,1919
4450,4450,8.16,4.376716641398944e-09,1919
4451,4451,3.15,1.3331215342932409e-08,1919
4452,4452,3.15,4.376716641398944e-09,1919
4453,4453,6.28,1.3326825503223792e-08,1926
4454,4454,8.58,1.3326545845613962e-08,1912
4455,4455,8.58,5.125082423414146e-09,1912
4456,4456,4.05,1.3326545845613962e-08,1912
4457,4457,4.05,5.125082423414146e-09,1912
4458,4458,9.41,1.3323229041978276e-08,1917
4459,4459,6.18,1.3320219411254111e-08,1915
4460,4460,6.18,3.6137066403814947e-09,1915
4461,4461,6.02,1.3320219411254111e-08,1915
4462,4462,6.02,3.6137066403814947e-09,1915
4463,4463,8.84,1.3319682851753032e-08,1985
4464,4464,8.98,1.331889258833602e-08,1926
4465,4465,5.69,1.3319142594585245e-08,1931
4466,4466,7.23,1.3318323528376123e-08,1923
4467,4467,5.96,1.3319282078460335e-08,1925
4468,4468,5.96,2.147442023960981e-09,1925
4469,4469,5.74,1.33172950296749e-08,1922
4470,4470,5.84,1.3315431623912647e-08,1941
4471,4471,5.86,1.331312596821073e-08,1923
4472,4472,6.15,1.3313316273435607e-08,1923
4473,4473,8.76,1.3313409092605784e-08,1909
4474,4474,6.41,1.3312980300992187e-08,1936
4475,4475,6.15,1.3312147892368282e-08,1940
4476,4476,10.28,1.3311145312568483e-08,1909
4477,4477,5.69,1.3308261223236248e-08,1959
4478,4478,5.48,1.330858922400337e-08,1924
4479,4479,9.18,1.3305349666411974e-08,1948
4480,4480,5.51,1.3305369501155963e-08,1923
4481,4481,11.79,1.3303998316047685e-08,1946
4482,4482,5.67,1.33026501247893e-08,1923
4483,4483,7.7,1.3304343114192864e-08,1959
4484,4484,8.62,1.3303060682070398e-08,1915
4485,4485,6.46,1.3302652069972909e-08,1952
4486,4486,6.33,1.3301155332739907e-08,1955
4487,4487,9.04,1.3300271053378331e-08,1912
4488,4488,8.79,1.3298378060211336e-08,1924
4489,4489,9.72,1.3299230842320057e-08,1905
4490,4490,6.56,1.3298602446657536e-08,1919
4491,4491,8.37,1.3296886495789538e-08,1941
4492,4492,6.98,1.3296632841024908e-08,1920
4493,4493,6.98,4.959943423558824e-09,1920
4494,4494,9.04,1.329450084772172e-08,1926
4495,4495,5.91,1.329329915908007e-08,1924
4496,4496,5.88,1.3291410421770446e-08,1938
4497,4497,7.94,1.3293409519251406e-08,1911
4498,4498,11.6,1.3291876268001907e-08,1989
4499,4499,5.78,1.3290265517855521e-08,1922
4500,4500,5.64,1.329037908837319e-08,1922
4501,4501,7.29,1.3289577281560607e-08,1908
4502,4502,5.74,1.328874831547988e-08,1926
4503,4503,9.3,1.3289712308854771e-08,1924
4504,4504,8.06,1.3288428956015125e-08,1919
4505,4505,8.9,1.328727987258611e-08,1948
4506,4506,6.83,1.32858807565333e-08,1925
4507,4507,5.77,1.328447629315447e-08,1922
4508,4508,10.85,1.3285995066381437e-08,1909
4509,4509,5.7,1.328457331407031e-08,1915
4510,4510,5.7,3.0611347644775703e-09,1915
4511,4511,6.11,1.3282783117808253e-08,1924
4512,4512,5.53,1.3277066934877824e-08,1924
4513,4513,9.25,1.3277869989991817e-08,1914
4514,4514,9.25,4.715440008319809e-09,1914
4515,4515,12.11,1.3277869989991817e-08,1914
4516,4516,12.11,4.715440008319809e-09,1914
4517,4517,6.49,1.3275484731987098e-08,1923
4518,4518,9.29,1.3274477546212887e-08,1919
4519,4519,8.44,1.327533968436008e-08,1948
4520,4520,8.85,1.3271799080400152e-08,1958
4521,4521,5.06,1.326854521233881e-08,1955
4522,4522,7.93,1.326582151488167e-08,1910
4523,4523,8.7,1.3261366789634371e-08,1926
4524,4524,7.12,1.325868610289286e-08,1928
4525,4525,8.03,1.3257804230872969e-08,1941
4526,4526,5.88,1.3253960492336322e-08,1936
4527,4527,5.48,1.3254225653466936e-08,1927
4528,4528,5.44,1.3253088614819213e-08,1923
4529,4529,8.99,1.325449491496544e-08,1906
4530,4530,8.99,4.026484399210738e-09,1906
4531,4531,4.24,1.325449491496544e-08,1906
4532,4532,4.24,4.026484399210738e-09,1906
4533,4533,6.16,1.3249902710287799e-08,1938
4534,4534,6.05,1.3243086302741792e-08,1923
4535,4535,6.93,1.3242503727198243e-08,1922
4536,4536,9.3,1.324313863365441e-08,1921
4537,4537,9.3,1.003817680148054e-08,1921
4538,4538,8.87,1.324313863365441e-08,1921
4539,4539,8.87,1.003817680148054e-08,1921
4540,4540,6.68,1.3236821508127785e-08,1907
4541,4541,6.13,1.3235127000124702e-08,1918
4542,4542,6.32,1.3233985103474443e-08,1922
4543,4543,5.87,1.3233883208702433e-08,1924
4544,4544,6.18,1.3227528928843333e-08,1930
4545,4545,5.32,1.3225292139670308e-08,1931
4546,4546,9.8,1.3224027800526076e-08,1915
4547,4547,8.54,1.3224386375224423e-08,1923
4548,4548,5.57,1.3222810211381345e-08,1922
4549,4549,9.13,1.3218834235773033e-08,1934
4550,4550,6.41,1.3219030403865412e-08,1922
4551,4551,5.7,1.3217412584675198e-08,1925
4552,4552,5.56,1.321567840214547e-08,1921
4553,4553,5.82,1.3215254106887343e-08,1926
4554,4554,9.32,1.3213558068108701e-08,1947
4555,4555,7.5,1.3211738916542379e-08,1923
4556,4556,5.85,1.3209235435727292e-08,1907
4557,4557,8.64,1.3207335329104267e-08,1924
4558,4558,6.35,1.3205442397214018e-08,1923
4559,4559,5.47,1.320483458367193e-08,1920
4560,4560,5.9,1.320431354067931e-08,1922
4561,4561,7.0,1.3204642833729984e-08,1952
4562,4562,9.9,1.3203730374903485e-08,1909
4563,4563,8.22,1.3204969957269216e-08,1916
4564,4564,7.48,1.3203396493862649e-08,1939
4565,4565,6.29,1.3201511851347327e-08,1926
4566,4566,5.9,1.3201088895089287e-08,1925
4567,4567,9.36,1.3200817585668899e-08,1925
4568,4568,6.14,1.3199693123820329e-08,1931
4569,4569,6.21,1.3200130415690257e-08,1940
4570,4570,5.44,1.3198755408115553e-08,1923
4571,4571,5.66,1.3193392183414195e-08,1940
4572,4572,6.0,1.3192702691704398e-08,1921
4573,4573,9.14,1.3190954090977224e-08,1923
4574,4574,6.36,1.3188003799703757e-08,1952
4575,4575,5.58,1.3188707612532485e-08,1922
4576,4576,9.14,1.318713805155987e-08,1919
4577,4577,8.15,1.3185879364115437e-08,1926
4578,4578,5.79,1.318448923817667e-08,1951
4579,4579,6.52,1.3182738182563048e-08,1915
4580,4580,6.01,1.3179620134957724e-08,1925
4581,4581,8.81,1.3175401950323158e-08,1930
4582,4582,9.15,1.317670245991795e-08,1924
4583,4583,8.98,1.3173858787798582e-08,1926
4584,4584,8.79,1.3172292429461769e-08,1973
4585,4585,8.79,2.2614995125956028e-09,1973
4586,4586,3.38,1.3172292429461769e-08,1973
4587,4587,3.38,2.2614995125956028e-09,1973
4588,4588,8.56,1.3173340656072568e-08,1990
4589,4589,9.84,1.3173462652397184e-08,1908
4590,4590,8.05,1.3171880006196102e-08,1919
4591,4591,5.91,1.3169736919607167e-08,1922
4592,4592,6.31,1.3170388418721999e-08,1931
4593,4593,10.21,1.3169219821776321e-08,1928
4594,4594,8.95,1.3167906782154883e-08,1917
4595,4595,9.08,1.316714297057853e-08,1919
4596,4596,5.96,1.3162969855179163e-08,1923
4597,4597,8.9,1.3162248061636659e-08,1908
4598,4598,9.04,1.3160227933448663e-08,1924
4599,4599,5.69,1.3159887319979688e-08,1925
4600,4600,7.01,1.3159183632923206e-08,1923
4601,4601,9.7,1.3159818830715817e-08,1923
4602,4602,6.4,1.3156184029700833e-08,1922
4603,4603,6.19,1.315555378945637e-08,1930
4604,4604,6.18,1.3154612015895226e-08,1940
4605,4605,6.36,1.315222551296819e-08,1950
4606,4606,7.38,1.3151071398295322e-08,1916
4607,4607,8.94,1.3148632108133082e-08,1916
4608,4608,9.53,1.3140425224632498e-08,1941
4609,4609,5.12,1.3140582901752554e-08,1922
4610,4610,5.89,1.3138230732238397e-08,1923
4611,4611,6.04,1.3136786047895002e-08,1922
4612,4612,6.21,1.3136062620984385e-08,1924
4613,4613,8.85,1.313449245068987e-08,1927
4614,4614,8.53,1.3133739406123476e-08,1925
4615,4615,8.53,1.0705820053705062e-09,1925
4616,4616,5.77,1.3133919732109867e-08,1922
4617,4617,8.36,1.3133675250726496e-08,1916
4618,4618,5.66,1.3131214295193344e-08,1940
4619,4619,6.13,1.3129727849145755e-08,1922
4620,4620,5.86,1.3129801626652852e-08,1939
4621,4621,9.5,1.312558767058774e-08,1923
4622,4622,6.19,1.3125130736491275e-08,1940
4623,4623,8.8,1.3125004527387492e-08,1923
4624,4624,5.66,1.3123253166860649e-08,1923
4625,4625,5.73,1.3123861602325682e-08,1924
4626,4626,5.9,1.3123817857503391e-08,1923
4627,4627,6.29,1.3122779980517432e-08,1922
4628,4628,5.74,1.3120183824578967e-08,1925
4629,4629,6.55,1.3120202789930907e-08,1922
4630,4630,8.77,1.3118184317823689e-08,1958
4631,4631,5.4,1.3117144422959244e-08,1923
4632,4632,6.63,1.3116605804684844e-08,1904
4633,4633,6.11,1.3111402490340617e-08,1923
4634,4634,6.11,5.784204203782371e-10,1923
4635,4635,5.67,1.3110725828576734e-08,1923
4636,4636,6.01,1.3110177090143066e-08,1924
4637,4637,7.51,1.3109777707423203e-08,1913
4638,4638,7.51,2.3738438334971278e-09,1913
4639,4639,7.51,1.0265070716687934e-09,1913
4640,4640,6.73,1.3109777707423203e-08,1913
4641,4641,6.73,2.3738438334971278e-09,1913
4642,4642,6.73,1.0265070716687934e-09,1913
4643,4643,7.09,1.3107242959042606e-08,1940
4644,4644,5.76,1.310490404048753e-08,1923
4645,4645,6.29,1.3104689607435178e-08,1923
4646,4646,6.06,1.3104008951408604e-08,1924
4647,4647,5.86,1.3101744687086761e-08,1951
4648,4648,6.83,1.3099959549714556e-08,1923
4649,4649,6.88,1.3101297336561442e-08,1923
4650,4650,8.86,1.3099061255285918e-08,1938
4651,4651,6.06,1.3099025695876189e-08,1923
4652,4652,6.48,1.3097315938490087e-08,1923
4653,4653,5.64,1.309678502995442e-08,1923
4654,4654,5.76,1.3095741267487799e-08,1923
4655,4655,6.29,1.3095277471026601e-08,1922
4656,4656,6.53,1.3094847376944192e-08,1923
4657,4657,5.88,1.3095157571330969e-08,1941
4658,4658,9.62,1.3095071314369148e-08,1991
4659,4659,6.08,1.3092104061141269e-08,1925
4660,4660,5.48,1.3092558544294556e-08,1922
4661,4661,7.92,1.3092199117557787e-08,1958
4662,4662,5.86,1.3092056615485599e-08,1925
4663,4663,5.84,1.3088642811103977e-08,1921
4664,4664,7.53,1.3085589348234159e-08,1923
4665,4665,7.53,8.252193896592237e-09,1923
4666,4666,8.73,1.3085990184938426e-08,1924
4667,4667,5.94,1.3083852603131373e-08,1924
4668,4668,5.24,1.3080527180562231e-08,1938
4669,4669,6.31,1.3079198684713247e-08,1926
4670,4670,9.23,1.3079854832942157e-08,1908
4671,4671,9.23,7.87878572277244e-09,1908
4672,4672,5.07,1.3079854832942157e-08,1908
4673,4673,5.07,7.87878572277244e-09,1908
4674,4674,5.94,1.3072836153645165e-08,1922
4675,4675,5.87,1.307299404979426e-08,1919
4676,4676,7.27,1.3071990051408e-08,1916
4677,4677,5.9,1.3070392932435353e-08,1922
4678,4678,6.68,1.3069733241660362e-08,1922
4679,4679,5.85,1.306857075993022e-08,1923
4680,4680,5.67,1.3067302208843931e-08,1923
4681,4681,8.62,1.306398614174879e-08,1916
4682,4682,8.62,4.874304520171297e-09,1916
4683,4683,3.69,1.306398614174879e-08,1916
4684,4684,3.69,4.874304520171297e-09,1916
4685,4685,5.67,1.3059636976707657e-08,1922
4686,4686,7.31,1.3059759364848465e-08,1916
4687,4687,7.31,5.148105692498246e-09,1916
4688,4688,3.58,1.3059759364848465e-08,1916
4689,4689,3.58,5.148105692498246e-09,1916
4690,4690,5.71,1.3058794486372582e-08,1919
4691,4691,6.4,1.3054966122747767e-08,1923
4692,4692,7.51,1.3054857229859724e-08,1952
4693,4693,6.11,1.3053069095115793e-08,1927
4694,4694,5.85,1.3049446464434501e-08,1950
4695,4695,8.6,1.3045321969986324e-08,1926
4696,4696,5.87,1.3045276832179575e-08,1922
4697,4697,7.08,1.304260707606625e-08,1941
4698,4698,8.77,1.3039071649758497e-08,1926
4699,4699,9.06,1.3037531055980452e-08,1927
4700,4700,9.61,1.3037385477737718e-08,1929
4701,4701,6.68,1.3035811593941464e-08,1938
4702,4702,5.96,1.3033950390070005e-08,1925
4703,4703,6.1,1.3033652316554431e-08,1922
4704,4704,5.5,1.3031947282384721e-08,1938
4705,4705,9.64,1.3031424562741576e-08,1924
4706,4706,6.08,1.3030425374014334e-08,1940
4707,4707,6.15,1.3028736436161859e-08,1922
4708,4708,7.7,1.302625328817877e-08,1925
4709,4709,5.61,1.3024358130771807e-08,1923
4710,4710,5.47,1.3022644158222602e-08,1922
4711,4711,6.1,1.3022167451797922e-08,1926
4712,4712,5.67,1.3021266979550954e-08,1923
4713,4713,6.59,1.302030830717981e-08,1923
4714,4714,8.8,1.3020045411868438e-08,1907
4715,4715,7.48,1.3018974017262453e-08,1911
4716,4716,6.5,1.3015952203271766e-08,1922
4717,4717,6.58,1.3016647394087667e-08,1927
4718,4718,6.35,1.3014247194836582e-08,1922
4719,4719,6.0,1.3012124668870708e-08,1940
4720,4720,6.13,1.3010120241175357e-08,1939
4721,4721,9.64,1.3009690834623283e-08,1925
4722,4722,7.55,1.3008234897559884e-08,1919
4723,4723,7.55,3.984227999406622e-09,1919
4724,4724,3.64,1.3008234897559884e-08,1919
4725,4725,3.64,3.984227999406622e-09,1919
4726,4726,8.05,1.300852307726847e-08,1903
4727,4727,8.9,1.3003072924142364e-08,1958
4728,4728,5.0,1.1433677677207567e-08,1925
4729,4729,5.0,9.421081178432546e-10,1925
4730,4730,5.75,1.3001460509369683e-08,1924
4731,4731,6.7,1.300092148750746e-08,1925
4732,4732,5.39,1.300068733367812e-08,1923
4733,4733,6.47,1.2998874442661798e-08,1923
4734,4734,9.11,1.2998329047168845e-08,1924
4735,4735,7.99,1.2999361068846483e-08,1900
4736,4736,8.73,1.2996490181663585e-08,1923
4737,4737,6.32,1.2997459624040312e-08,2017
4738,4738,5.95,1.2993829883530813e-08,1922
4739,4739,5.95,8.722117011019442e-10,1922
4740,4740,8.18,1.2993362732066891e-08,1903
4741,4741,6.19,1.299035023595145e-08,1941
4742,4742,8.74,5.104344712093577e-10,1915
4743,4743,8.74,9.774799746283411e-09,1915
4744,4744,6.46,1.2988701173215224e-08,1923
4745,4745,12.12,1.2986741048714293e-08,1941
4746,4746,6.22,1.2987132733662077e-08,1921
4747,4747,8.01,1.298587992359869e-08,1917
4748,4748,10.24,1.298424764997151e-08,1939
4749,4749,8.41,1.2983178039698624e-08,1919
4750,4750,8.32,1.2979986746768941e-08,1939
4751,4751,9.27,1.2979215159677029e-08,1924
4752,4752,6.28,1.2977887163132685e-08,1923
4753,4753,8.64,1.2976308500869561e-08,1948
4754,4754,9.11,1.2974747161685466e-08,1924
4755,4755,5.43,1.2971140333635171e-08,1920
4756,4756,5.58,1.2971115688070786e-08,1927
4757,4757,6.1,1.2969099453229162e-08,1922
4758,4758,5.98,1.2968036878474652e-08,1922
4759,4759,6.49,1.2967347017556762e-08,1921
4760,4760,5.97,1.2965688303941183e-08,1923
4761,4761,11.52,1.2966112637602411e-08,2008
4762,4762,8.24,1.2963679776760424e-08,1948
4763,4763,7.87,1.2963190304301526e-08,1925
4764,4764,6.99,1.2958247793417926e-08,1923
4765,4765,5.53,1.2955168292769229e-08,1922
4766,4766,6.63,1.295390599705345e-08,1923
4767,4767,6.06,1.2953224764867825e-08,1923
4768,4768,5.24,1.2953547136758311e-08,1922
4769,4769,5.29,1.2952535010650631e-08,1924
4770,4770,8.52,1.2952397386933552e-08,1923
4771,4771,5.28,1.295107233107772e-08,1931
4772,4772,5.86,1.295034008673786e-08,1941
4773,4773,5.83,1.294837598726498e-08,1928
4774,4774,7.71,5.088306266297984e-10,1914
4775,4775,7.71,1.0723613391221445e-08,1914
4776,4776,8.07,1.2947789163142046e-08,1924
4777,4777,7.57,1.2948919917287028e-08,1951
4778,4778,7.57,3.0770206240973036e-09,1951
4779,4779,9.81,1.294664342799275e-08,1993
4780,4780,5.45,1.2945072925416317e-08,1923
4781,4781,5.89,1.2944377248715308e-08,1936
4782,4782,8.58,1.2943129728232636e-08,1924
4783,4783,8.58,3.521996916436954e-09,1924
4784,4784,5.69,1.2939865918737058e-08,1923
4785,4785,5.77,1.2939497753208698e-08,1940
4786,4786,8.29,1.2937360497890102e-08,1912
4787,4787,6.02,1.2936079899934363e-08,1919
4788,4788,6.68,1.2936466968689138e-08,1911
4789,4789,6.0,1.2935087081592585e-08,1916
4790,4790,5.97,1.2933216597819772e-08,1922
4791,4791,5.91,1.2931937586862889e-08,1924
4792,4792,7.23,1.2931572229118781e-08,1923
4793,4793,5.85,1.293221389413304e-08,1941
4794,4794,9.45,1.2926262927092945e-08,1940
4795,4795,9.46,1.2926144611840883e-08,1960
4796,4796,6.34,1.2924286362430488e-08,1931
4797,4797,9.22,1.2924614635763006e-08,1923
4798,4798,5.71,1.292041849084498e-08,1923
4799,4799,7.56,1.2920752279899433e-08,1917
4800,4800,5.71,1.2918745809353316e-08,1927
4801,4801,8.52,1.2918259231507123e-08,1916
4802,4802,5.94,1.2917722349724035e-08,1925
4803,4803,5.94,1.3781498818293965e-09,1925
4804,4804,6.26,1.2916993412446946e-08,1923
4805,4805,8.5,1.2916921646094683e-08,1948
4806,4806,5.8,1.2916364512535476e-08,1922
4807,4807,5.77,1.291318131972357e-08,1920
4808,4808,8.92,1.2912953436607303e-08,1980
4809,4809,6.49,1.2912266218360419e-08,1925
4810,4810,6.49,1.467591223139157e-09,1925
4811,4811,8.63,1.291150661812971e-08,1948
4812,4812,5.64,1.2911110176043214e-08,1922
4813,4813,5.95,1.29083217382991e-08,1919
4814,4814,6.13,1.2905308163772222e-08,1924
4815,4815,6.09,1.290457011965734e-08,1922
4816,4816,6.23,1.2904196083286485e-08,1940
4817,4817,6.23,1.3469311951173741e-09,1940
4818,4818,5.19,1.2904196083286485e-08,1940
4819,4819,5.19,1.3469311951173741e-09,1940
4820,4820,8.8,1.290116466427539e-08,1950
4821,4821,9.06,1.290088217720542e-08,1927
4822,4822,8.28,1.2899069136024823e-08,1923
4823,4823,8.28,5.361612545756908e-09,1923
4824,4824,3.43,1.2899069136024823e-08,1923
4825,4825,3.43,5.361612545756908e-09,1923
4826,4826,5.57,1.2894808992053836e-08,1923
4827,4827,5.81,1.2891837863761826e-08,1938
4828,4828,6.13,1.2891575849854413e-08,1924
4829,4829,6.13,8.980808314881405e-10,1924
4830,4830,8.36,1.2890062221690844e-08,1948
4831,4831,5.96,1.2887028767155527e-08,1923
4832,4832,5.84,1.2884599749262922e-08,1922
4833,4833,8.58,1.2881669251338817e-08,1932
4834,4834,5.0,1.2881809741075446e-08,1918
4835,4835,5.72,1.2880577384403571e-08,1938
4836,4836,6.07,1.2881850609061795e-08,1935
4837,4837,9.43,1.2879354822073276e-08,1983
4838,4838,9.43,6.191547118078916e-09,1983
4839,4839,6.14,1.2879354822073276e-08,1983
4840,4840,6.14,6.191547118078916e-09,1983
4841,4841,8.92,1.2879195218741069e-08,1922
4842,4842,5.98,1.2877878810992842e-08,1918
4843,4843,7.9,1.2877850199831445e-08,1916
4844,4844,9.44,1.2878426540274507e-08,1909
4845,4845,6.42,1.2876967595761341e-08,1923
4846,4846,9.19,1.2877711597940696e-08,1913
4847,4847,9.61,1.2874572944807632e-08,1941
4848,4848,9.17,1.2874262208116138e-08,1922
4849,4849,6.5,1.2873468047616259e-08,1923
4850,4850,7.87,1.287233067616664e-08,1924
4851,4851,6.03,1.2872591281445025e-08,1922
4852,4852,11.14,1.2873367765207637e-08,1915
4853,4853,6.35,1.2870762226416999e-08,1925
4854,4854,5.79,1.2871015914364053e-08,1906
4855,4855,5.79,1.3840435760001346e-09,1906
4856,4856,8.61,1.2871015914364053e-08,1906
4857,4857,8.61,1.3840435760001346e-09,1906
4858,4858,5.84,1.2867180679056854e-08,1931
4859,4859,10.16,1.2867247671100468e-08,1917
4860,4860,5.89,1.2865318065329926e-08,1922
4861,4861,5.65,1.2864335232306951e-08,1924
4862,4862,6.32,1.2861921397996374e-08,1941
4863,4863,5.9,1.2862909902590195e-08,1941
4864,4864,10.39,1.2862347094468191e-08,1990
4865,4865,5.96,1.2861645640371054e-08,1926
4866,4866,7.96,1.2861746394999973e-08,1924
4867,4867,8.21,1.2861000134003337e-08,1920
4868,4868,5.93,1.2855323917199565e-08,1939
4869,4869,5.45,1.2851298798800131e-08,1922
4870,4870,9.83,1.2851508682843323e-08,1947
4871,4871,5.75,1.2848008611913684e-08,1925
4872,4872,7.41,1.284831075602403e-08,1923
4873,4873,6.46,1.2848601104312438e-08,1923
4874,4874,6.06,1.2848337749830982e-08,1922
4875,4875,5.73,1.2844412328283583e-08,1924
4876,4876,5.89,1.2843829944634928e-08,1941
4877,4877,5.56,1.2842253597782946e-08,1924
4878,4878,5.88,1.2841034822059526e-08,1922
4879,4879,5.43,1.2841492121518632e-08,1932
4880,4880,8.95,1.2840266541413016e-08,1917
4881,4881,6.55,1.2836772305544237e-08,1919
4882,4882,5.89,1.2834700078382256e-08,1941
4883,4883,5.83,1.2832994199125168e-08,1920
4884,4884,5.77,1.2833456391218975e-08,1922
4885,4885,8.6,1.2830073692713993e-08,1941
4886,4886,8.13,1.282830385453815e-08,1914
4887,4887,9.14,1.2828540494945221e-08,1919
4888,4888,5.8,1.2826509908213763e-08,1923
4889,4889,5.67,1.282611171689214e-08,1919
4890,4890,5.94,1.2826862073897914e-08,1941
4891,4891,6.54,1.2825799461869686e-08,1919
4892,4892,6.02,1.282653550984687e-08,1941
4893,4893,9.19,1.2824759299585146e-08,1923
4894,4894,7.4,1.2822529189904882e-08,1923
4895,4895,5.99,1.282284487310281e-08,1930
4896,4896,5.38,1.2820587623786983e-08,1924
4897,4897,5.85,1.2819039131016543e-08,1922
4898,4898,7.25,1.2817694527585606e-08,1948
4899,4899,6.1,1.2818721267369967e-08,1926
4900,4900,5.92,1.2818056782463342e-08,1922
4901,4901,6.04,1.2817337924432252e-08,1922
4902,4902,6.45,1.281659602084944e-08,1938
4903,4903,5.81,1.2815652743556766e-08,1925
4904,4904,6.35,1.2815346852083701e-08,1925
4905,4905,6.08,1.2815057310837599e-08,1925
4906,4906,6.49,1.2814872180223043e-08,1925
4907,4907,8.33,1.2816139694694121e-08,1919
4908,4908,6.3,1.2814181276687253e-08,1925
4909,4909,6.36,1.2815155939270889e-08,1932
4910,4910,8.95,1.2812818434386424e-08,1922
4911,4911,5.98,1.281259622808294e-08,1923
4912,4912,7.6,1.281131377361135e-08,1913
4913,4913,7.6,8.090205960268812e-09,1913
4914,4914,6.15,1.2810927841039582e-08,1922
4915,4915,8.52,1.2810389774932145e-08,1940
4916,4916,6.87,1.2810547015771533e-08,1924
4917,4917,6.31,1.2810857366843888e-08,1923
4918,4918,6.17,1.2810977394205376e-08,1972
4919,4919,6.17,4.350612654390201e-09,1972
4920,4920,3.6,1.2810977394205376e-08,1972
4921,4921,3.6,4.350612654390201e-09,1972
4922,4922,7.53,1.2807499405963184e-08,1914
4923,4923,7.53,3.3676766351416387e-09,1914
4924,4924,4.37,1.2807499405963184e-08,1914
4925,4925,4.37,3.3676766351416387e-09,1914
4926,4926,9.02,1.2807735395457962e-08,1958
4927,4927,6.44,1.2804626706186123e-08,1927
4928,4928,8.26,1.2805865478401016e-08,1918
4929,4929,8.26,1.0630873995076251e-08,1918
4930,4930,6.39,1.2803459358094994e-08,1926
4931,4931,6.2,1.2802088541114345e-08,1951
4932,4932,5.47,1.2802264069157505e-08,1931
4933,4933,6.17,1.2799331139143246e-08,1920
4934,4934,6.03,1.279893477228673e-08,1940
4935,4935,8.51,1.2797673575908045e-08,1948
4936,4936,6.09,1.2797206620567565e-08,1925
4937,4937,8.9,1.279702864975693e-08,1948
4938,4938,9.02,1.2792431475371246e-08,1948
4939,4939,8.53,1.278873454613592e-08,1925
4940,4940,7.32,1.2788529298179551e-08,1916
4941,4941,8.47,1.2786302462952977e-08,1920
4942,4942,8.37,1.2786010898722935e-08,1990
4943,4943,5.95,1.2783588338940892e-08,1923
4944,4944,5.84,1.2783315826426795e-08,1923
4945,4945,6.02,1.2782314927348415e-08,1937
4946,4946,5.58,1.2781549658273304e-08,1924
4947,4947,5.99,1.2780584340482684e-08,1924
4948,4948,6.47,1.278020697682081e-08,1939
4949,4949,6.47,3.042209597058466e-10,1939
4950,4950,6.47,1.4029684599310423e-10,1939
4951,4951,8.49,1.277869225966138e-08,1913
4952,4952,6.01,1.2776387607794284e-08,1922
4953,4953,8.23,1.2775859297101028e-08,1922
4954,4954,6.1,1.2774657488047783e-08,1951
4955,4955,6.54,1.2773896267104944e-08,1940
4956,4956,5.88,1.2774294874384412e-08,1939
4957,4957,6.48,1.2774795543461366e-08,1919
4958,4958,8.94,1.2774197558460159e-08,1924
4959,4959,7.36,1.2772768122673003e-08,1952
4960,4960,9.36,1.2767033745539747e-08,1921
4961,4961,5.45,1.2764952595770265e-08,1924
4962,4962,6.23,1.276491753169805e-08,1920
4963,4963,5.76,1.27642365624261e-08,1923
4964,4964,5.68,1.2762906978237015e-08,1923
4965,4965,6.52,1.276336935830586e-08,1941
4966,4966,6.89,1.2761230428739206e-08,1938
4967,4967,8.98,1.276170409897988e-08,1917
4968,4968,7.2,1.2760286298403259e-08,1900
4969,4969,5.49,1.2752702141777499e-08,1924
4970,4970,8.55,1.2753512006205209e-08,1923
4971,4971,5.75,1.2751542667125581e-08,1923
4972,4972,6.0,1.275128541253928e-08,1925
4973,4973,6.37,1.2750790353814029e-08,1924
4974,4974,5.76,1.275054655431071e-08,1927
4975,4975,9.65,1.2750193098977544e-08,1924
4976,4976,7.65,1.2750684961325156e-08,1919
4977,4977,6.18,1.2746467280248167e-08,1919
4978,4978,5.98,1.2745747894501043e-08,1940
4979,4979,5.92,1.2742846518290084e-08,1924
